Concepto,Grupo,2004-03-01,2004-06-01,2004-09-01,2004-12-01,2005-03-01,2005-06-01,2005-09-01,2005-12-01,2006-03-01,2006-06-01,2006-09-01,2006-12-01,2007-03-01,2007-06-01,2007-09-01,2007-12-01,2008-03-01,2008-06-01,2008-09-01,2008-12-01,2009-03-01,2009-06-01,2009-09-01,2009-12-01,2010-03-01,2010-06-01,2010-09-01,2010-12-01,2011-03-01,2011-06-01,2011-09-01,2011-12-01,2012-03-01,2012-06-01,2012-09-01,2012-12-01,2013-03-01,2013-06-01,2013-09-01,2013-12-01,2014-03-01,2014-06-01,2014-09-01,2014-12-01,2015-03-01,2015-06-01,2015-09-01,2015-12-01,2016-03-01,2016-06-01,2016-09-01,2016-12-01,2017-03-01,2017-06-01,2017-09-01,2017-12-01,2018-03-01,2018-06-01,2018-09-01,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01,2023-12-01,2024-03-01,2024-06-01,2024-09-01,2024-12-01,2025-03-01,2025-06-01,2025-09-01,2025-12-01,2026-03-01
Intereses deuda interna,GASTOS TOTALES > Intereses,0.5686220070925994,0.7123811424551245,0.5003257385671163,0.18352801441431912,0.49097501404822275,0.4219784843190848,0.7295697074507789,0.018379718106477837,0.5770854025099685,0.5281718783558546,1.0612145502179926,0.310435846267139,0.6301986592607728,0.6079620203316705,0.9613851397190124,0.404353769368805,0.3457893342451865,0.5321363765388943,0.7958998285317965,0.47937471912682317,0.3322843420382431,0.5017701722354784,0.8108270552739052,0.49572240844220644,0.2651872112707328,0.605723126601372,0.709809117205017,0.3604539732790986,0.21648360484870982,0.6354093760566609,0.6516535041981544,0.44615248934176044,0.2524168712407502,0.48935864847338,0.6580759170421495,0.4813449515196793,0.2209637829535605,0.5030701087954206,0.5344697962799558,0.45907933926117384,0.15349346294484087,0.4328586401664026,0.6150586635415984,0.35163772007262256,0.10297755379155263,0.36054573998637646,0.7501031661820491,0.3079989204084696,0.14028048317438727,0.41867884802423,0.9566098059065737,0.2865342166844114,0.14732048233323417,0.5875005596837627,1.0034392988663856,0.14673058856099638,0.17644915928361304,0.4432263327254661,1.0394870403840066,0.17480543794797976,0.2323180290693778,0.48076700657205074,0.8861173151814438,0.2203107533934259,0.25528435902836666,0.6782788197171932,0.5644766197083165,0.3269532487047268,0.22371189357991145,0.6523151604661962,0.6552451029677958,0.5360482172620723,0.3360829062586243,0.738811710216436,0.8380001547430963,0.4919418907006884,0.4380780796714922,0.7046648890284095,0.44858656208541237,0.4337070259669483,0.4914879556770526,1.0040948087003265,0.5827501199941543,0.8352250611713031,0.7402411194319564,0.6888705167199456,-0.07818709257174858,0.11442514377797382,0.9553488433750628
Indexación TES B denominados en UVR,GASTOS TOTALES > Intereses,0.07933285798588338,0.07918342801886523,0.02822122303129049,0.016632044920559492,0.0644096177817364,0.0719005720061669,0.024076600489972174,0.02769297682099565,0.0371833379030873,0.0636734115987788,0.04516317573162184,0.02094376340952888,0.06663197467737848,0.1154258666886239,0.015365774007411431,0.010708310177829557,0.09407846503572556,0.10814177042008095,0.08197304839077306,0.018482405144252482,0.07244895712163066,0.057277020576723764,-0.0037160705442301732,-0.013060106337820619,0.05296269451752402,0.058152551180170514,0.009335745860698642,-0.003857876882073423,0.08814092082155736,0.03957433326737242,0.030304460921657398,0.02958582808499784,0.07683539021752087,0.03617189695384109,0.011894046599762845,0.021552352942286485,0.021945096245983634,0.037162190702843295,0.02162896676696526,-0.002418769666462536,0.12254021604524813,-0.03406821086659756,0.17725794955643562,-0.08409882578207596,0.09167569860582747,0.10702613271063133,0.042641507139697915,0.1345324284329253,0.20342025334287167,0.1748948231873901,0.08515516174272562,-0.017297330252671245,0.16056700463444812,0.12333593645360691,0.01917363419260042,0.01816370549104061,0.11716227382547952,0.10004608517462565,0.018417503882824406,0.04039247306928949,0.12151844213291636,0.13084267001204455,0.06765704306451081,0.048402449186600645,0.11605198498440925,0.09837641435955968,-0.05977418774421908,0.019471612833927676,0.09812627959832111,0.18186884153308616,0.10035539317013013,0.09367964723910696,0.3183155412521786,0.32862894101929885,0.22480681861531812,0.2665832165034169,0.4131681691130238,0.27947947172188087,0.14127929704999473,0.14677678436210168,0.22026812993908973,0.21663390280855277,0.08155718825656767,0.0277246161992926,0.2235883593793627,0.2044458949355967,0.0708067657169003,0.07206017707137774,0.21969869044022766
Funcionamiento*,GASTOS TOTALES,2.9174424894386526,2.8943955844253226,2.7493436300411545,4.18168890648706,3.545805712155075,2.749555071797761,2.7601147824101,4.1162443892259795,3.0134160884416143,3.1561357132296846,2.768425051677145,3.907955156561345,2.9085576601077943,2.906959685501978,2.847676754574141,3.534215429455904,3.3220994604751044,2.727588540812264,2.8795889183342505,3.6319374621167992,3.0562671966853814,3.4697984030440976,3.337854462320025,4.293450048897666,2.6507279151953744,3.270423950397303,2.7032573563436064,4.3230406027713295,2.149387628057312,2.9062907198568855,2.8168158690393885,4.583465321949456,2.1888121603942947,3.1393580941478936,2.944064500452171,4.565100231090515,2.2553489188736893,3.2510210582315304,3.2332934688723363,4.788432161328242,2.8063654277295287,3.418460169581092,3.2739046883724905,4.260410746381785,2.737135669977441,3.4697398448225982,3.3002633291399417,3.970239951140976,3.1908588809945515,3.664101629605738,3.2478191587118435,3.831789672454513,3.40245690602549,3.580476492312431,3.4701519291085954,4.018539264012748,3.1941184366105366,3.808744258296528,3.352428076042482,3.651757906622967,3.2967911996337538,3.4980060548189384,3.280310741591261,3.959093604372603,3.885386408834094,4.976053500817536,5.127263180935494,4.208698290855043,4.256311393028169,3.937948259313448,3.710003208740869,5.688338639773756,3.1793757119213804,3.941723408567354,3.529373900474189,3.840493344163577,3.4137181969458115,4.141789098716019,4.275742977371206,4.591435517397553,4.024501758359265,4.714263731392817,3.6946072575588365,4.397413504415823,3.9617673381214544,4.442440234651023,4.0661225989347765,4.757008536485143,3.9592476538308454
Servicios personales,GASTOS TOTALES > Funcionamiento*,0.4230808842348919,0.47611337213505694,0.4774057843968625,0.8396499144733769,0.46176716429701087,0.5160992660978205,0.48135894112540734,0.6871204918354532,0.4518494880388522,0.5060012009094597,0.4668938342787042,0.683688839673941,0.4172733485545057,0.4581915388051345,0.49724103229133576,0.646010022321594,0.41310984149427604,0.48224311263978076,0.4847090221144174,0.6526501869413878,0.42140174864402924,0.5176816537408802,0.5233564856169507,0.7031622086099462,0.4346499798295181,0.5241405505705132,0.5158809674749765,0.666542386423626,0.3923967945653824,0.4834846530923537,0.4883737928997022,0.6409263174618193,0.4107954685118097,0.5110986525074734,0.5052647248651936,0.6715897620951484,0.4226912993517004,0.4949523973834133,0.5245211340052884,0.6896961945110699,0.4709973337693412,0.5396761940345713,0.5371950734609847,0.6864101450238586,0.45029908891732684,0.5345349523047616,0.5524743338009329,0.7234361748880481,0.47144449827810386,0.5499469816306547,0.5502504940834808,0.7140418384684257,0.44041311367574626,0.5444699219282826,0.5632105235590921,0.7437558973323222,0.4834021602923233,0.5765022942561512,0.5604529153832403,0.7025898642401958,0.45686552046202206,0.5312379591438114,0.5305064408112544,0.6750695671340644,0.521234494246138,0.5700212291723582,0.5732714083044619,0.7626864953615252,0.4373794156372796,0.49535523179540564,0.5305278277197557,0.690332466822166,0.37961606235972634,0.48316262310027536,0.4693197810646814,0.5960126909440281,0.38580825168981975,0.5058616882320524,0.5520985606312985,0.6218702732369935,0.42775343661680215,0.5509307275043025,0.5331749702525295,0.6749339463919769,0.4508844047051607,0.5413779543432107,0.5682954951980411,0.7159489737530025,0.4905336397236655
Transferencias,GASTOS TOTALES > Funcionamiento*,2.3781003161275143,2.231492133354398,2.0586735634222193,3.0041275180566016,2.880782748189483,2.072080800803725,2.077959449380707,3.0943682626970666,2.3039264841767,2.4366654030360344,2.1183016086193454,2.9759288189357442,2.2948370184893685,2.238464043584348,2.1592643077648352,2.6493040236447856,2.601699126754078,2.281665398188005,2.21601796314365,2.6484414399190337,2.5293879629047606,2.7528248348191053,2.6477366650219234,3.2872408080401536,2.0770933663398914,2.5614898166977715,2.007499621036221,3.3640314718211233,1.6644342755646735,2.2739183840894603,2.1621496093075203,3.6025627716357826,1.6450531313686727,2.4665063252014043,2.2666631310059504,3.5439626692401314,1.7153497808861884,2.5926378125581464,2.5126308957901418,3.732928386379391,2.194430542764132,2.684886967568009,2.5537738559721306,3.2507821560976273,2.182202804094077,2.791171021672487,2.553379275999899,2.9104488158754527,2.620020288218637,2.9594188783940223,2.5347441152838814,2.819670486982463,2.86079099011588,2.906701667037729,2.75912530475451,3.0068317669591567,2.6174007661828607,3.093216132409413,2.635630819511188,2.771019916888973,2.675314416310119,2.8282040850094825,2.588951154059677,3.0401055774644337,3.2051932768284956,4.273697754030095,4.405951167112126,3.1720361785820987,3.687413443642915,3.303784523570943,3.039422278348894,4.700826814560097,2.6676652234495983,3.2818667819028606,2.883948336765332,3.0433979018449793,2.8898649365355777,3.48203890402854,3.569456667425356,3.737064375634896,3.389985705122373,4.012081297656181,3.0110008246304156,3.555696239003799,3.2660421094846583,3.7412023825847607,3.298159407857025,3.826765053247911,3.2151605607297546
Gastos Generales,GASTOS TOTALES > Funcionamiento*,0.11626128907624604,0.18679007893586805,0.21326428222207214,0.33791147395708115,0.20325579966858046,0.1613750048962152,0.20079639190398535,0.3347556346934596,0.25764011622606176,0.2134691092841901,0.18322960877909528,0.24833749795166002,0.1964472930639197,0.2103041031124955,0.19117141451796937,0.23890138348952372,0.30729049222675087,-0.036319970015521896,0.17886193307618226,0.3308458352563783,0.10547748513659094,0.19929191448411218,0.1667613116811513,0.3030470322475663,0.13898456902596484,0.18479358312901803,0.17987676783240875,0.2924667445265805,0.09255655792725584,0.14888768267507133,0.16629246683216614,0.3399762328518545,0.13296356051381253,0.16175311643901594,0.17213664458102684,0.34954779975523437,0.11730783863580084,0.16343084828997057,0.196141439076906,0.3658075804377813,0.14093755119605575,0.19389700797851128,0.18293575893937516,0.32321844526029886,0.10463377696603737,0.14403387084534922,0.19440971933910922,0.3363549603774756,0.09939409449781031,0.1547357695810611,0.1628245493444815,0.2980773470036237,0.1012528022338637,0.12930490334641956,0.14781610079499236,0.2679515997212696,0.09331551013535261,0.13902583163096313,0.15634434114805304,0.17814812549379838,0.16461126286161282,0.1385640106656441,0.16085314672032927,0.24391845977410534,0.15895863775946037,0.1323345176150835,0.1480406055189064,0.27397561691141975,0.13151853374797515,0.13880850394709968,0.1400531026722193,0.2971793583914922,0.13209442611205569,0.17669400356421858,0.17610578264417515,0.20108275137456993,0.13804500872041398,0.1538885064554266,0.1541877493145516,0.23250086852566273,0.20676261662008938,0.15125170623233325,0.15043146267589103,0.16678331902004645,0.24484082393163584,0.15985989772305043,0.19966769587971092,0.21429450948422946,0.25355345337742596
Inversión*,GASTOS TOTALES,0.2450230172254461,0.3852251245366451,0.10424774794099607,0.5674524882010651,0.2658951137531918,0.3568204762847932,0.1136181790307137,0.45627003474870576,0.904907043508269,0.3436481962961897,0.222864553981319,0.10651748682092121,0.8662718450705449,0.47000656922566275,0.24660507870177623,0.25779118296060044,1.3183113791800873,-0.47261180818212917,0.4493225585054767,0.9573333366744261,0.4133351810419944,0.5492398727825788,0.43110802945496696,0.9062271866900247,0.2820751140434197,0.44582967468208234,0.30830585227445545,0.8887932504294032,0.1075482083792121,0.42048282409793103,0.5932633073911966,1.7328058416303176,0.1962294562206517,0.40518263824451345,0.6146267412018959,1.7592853180928834,0.8755647736605581,0.5143211643855072,0.5248702129940772,1.3656597537153892,0.6568139123675218,0.652763640121305,0.594123275813256,1.0223474522405387,0.8283604442468155,0.6009588492720044,0.6020334802274753,1.0145936185771527,0.591706587326854,0.46561441109404444,0.4059010469507327,0.5791071044908825,0.548421553608672,0.37831106711150514,0.4425576290847285,0.582540680071689,0.3431338308218102,0.2663725138342358,0.41418451890766333,0.3977043182406813,0.6009481016511091,0.25647441550935174,0.3567533741918622,0.5320766951652922,0.6319720199572869,0.31580901689305235,0.3564189096010428,0.7382552235571554,0.43336731398768746,0.4592742619166732,0.4831449902405758,0.7819174051539751,0.7141293774854642,0.6139707260773267,0.6257930990210314,0.7318679357227227,0.4022403158606208,0.49112469537223824,0.7852907830434158,0.9182392595149648,0.549769349160384,0.4191457113922776,0.5272269344948946,0.46163399961871804,1.0777101075623696,0.4693832894482869,0.5458961906307982,0.5648326888221885,0.8800879775380755
PRÉSTAMO NETO,,0.033600515508802706,0.04578280410831172,0.016133731068432734,0.003064179674632799,0.006177198657255054,0.02903782693254172,0.023626715857322282,0.036964845150116596,0.024028484544468372,0.037599589045784795,0.027781360284878463,0.01862043169510031,0.01931988732628616,0.016127857741895655,0.013326502412002908,0.011099368560448623,0.009908748737650512,0.009962760308456524,0.0068917551739780415,0.008105547090795357,0.00587750009299336,0.014211274389284542,0.004832894721691886,0.010160024252052305,0.0068652468520383194,0.0087865549860437,0.006971857528629079,0.016702179864867838,0.007831287742636675,0.0070565791758755375,0.012047884705572684,0.002604202976663227,0.0026209512982609327,-0.0013435751538948572,0.013639005977039993,-0.005786112226907172,-0.0004959206916059954,0.0005546886821324391,-7.784911134124043e-05,-0.0002766318025131176,-0.0009863124154682837,0.0006710369004814505,-0.00025086508285456974,-0.0009058751970158725,0.0007743132733024147,-0.001805532853504199,0.001573145318318066,-0.002782832334600912,-0.0038556575167623315,-0.004894292740925371,2.8577994436096136e-05,-0.0022618614845418,-0.001497817494104649,-0.0038578543344744165,-0.000968930566071066,-0.003655285151708203,-0.0014712444876537666,-0.003570845605758713,-0.0012515844811756755,-0.020707761391143498,-0.01254875217457466,-0.001452467807350096,-0.001340455678968709,-0.0010866193251055601,-0.0017635056917787314,-0.001381905593176969,-0.001638750473413851,-0.004631959285541597,0.00043355941606069536,-0.0015564800946126912,-0.001095044033510461,0.0006216954484274085,-0.0009552279250810809,0.000510423307842485,-0.0007965438211095707,0.0008598440019132483,-0.0009540340967975056,-0.0006949096262153481,-0.0007885067456313009,-0.0016529992579403987,-0.004962439975764542,-0.0007913242575765361,-0.0008198267899290032,-0.0020046270019144167,-0.0009215948946185168,-0.0025463094453129958,-0.0009215948946255287,-0.0012462704105300965,-0.0018220723567271713
DÉFICIT TOTAL,,-1.4130656202414744,-0.6566726578359555,-0.2836605743649274,-2.1796792856211873,-1.8233645813020987,-0.0243594804078363,-0.41629283423623586,-1.7333808355558415,-1.7022645335233078,-0.3944543050305677,-0.02234024700477779,-1.306467027168464,-1.3554337937403818,0.24809364603139133,-0.37404075664275027,-1.2288792125392325,-1.1574902149029584,1.0908471067688696,-0.5915238459130873,-1.6642909964098958,-0.6481691449703415,-0.19374757164916354,-0.655679181178108,-2.6324075826160818,0.13371186154249057,-0.9335212199275572,-0.2924383481345645,-2.7711184201083876,0.6064330879675571,0.6852271035458225,-0.346580797780981,-3.7731996634066656,0.4510853619621411,1.9671424330695453,-0.5318395398694857,-4.202890740578854,0.43859951531806496,0.9160891780423043,-0.6415082676583458,-3.044168018452746,0.06894683139467202,0.07550881938886231,-0.6653910689549266,-1.885196975538846,-0.3949891456856488,0.14819712960679066,-0.7328349836783352,-2.036258516185889,-0.8117435888077997,-0.19805791191309227,-1.5026208724471652,-1.5308811207616277,-1.165339768458611,-0.20292082822331256,-0.6126510313663469,-1.6732810907103837,-0.5248285214179593,-0.596474973361105,-1.2977283140641074,-0.6500221861235368,-0.5935390853403089,0.12438238617207234,-0.6878934551533864,-1.3002014832123259,-0.24719132595465487,-2.8181628421895444,-2.9181428369337654,-1.8047536299571534,-1.2466402177840377,-1.7013650269433658,-0.382003203970444,-3.6418670611325594,-1.1446695109331824,-1.1101603334989674,-1.0613493476879388,-1.9574647812787525,-0.8696653568549416,0.02275915980924377,-0.6519815208229527,-2.7171311864565095,-0.9539502990407024,-2.257157730451143,-0.9178630396663892,-2.5546103316110353,-2.0221680065726857,-1.670854211597389,-0.3370883116479649,-2.3258911715103077,-1.7845308027968687
COSTOS DE LA REESTRUCTURACIÓN FINANCIERA,,0.1500111834554874,0.11823669631082173,0.09835935453938353,0.09052954680535549,0.14876226493616485,0.0852375151293969,0.0670857488086449,0.06382193727957156,0.11307778997992739,0.06827884078159327,0.05953158779617352,0.05073276823493378,0.1041317409834803,0.075021072548066,0.04672832263547239,0.04499265757514974,0.10350366903198988,0.059921758664739234,0.06238040962240424,0.04073476567875984,0.0865302071805462,0.048896211759759195,0.0449862346166881,0.04234910799081105,0.059594495377041035,0.01101969416099931,0.0021222152840404368,-0.0005608983072911687,0.035246629682880885,0.004455902547742697,0.0032761286097990417,0.002044136688883477,0.007071726587992006,0.0031728207626251287,0.0009917731448750868,0.0016725232941477387,0.00209903899767696,0.002715217056265831,0.0012859182169857306,0.0019003707672726278,0.0013970961337824328,0.0014102421009263711,0.0012566984696284929,0.0010084252935524275,0.0009512875813429358,0.0016938642323920264,0.0003796801554284209,0.0005402409295171405,2.5860523618240848e-05,1.1165088224591095e-17,4.795028532088746e-18,4.866029666029232e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DÉFICIT A FINANCIAR,,-1.5630768036969618,-0.7749093541467772,-0.382019928904311,-2.270208832426543,-1.9721268462382635,-0.1095969955372332,-0.4833785830448807,-1.797202772835413,-1.8153423235032349,-0.462733145812161,-0.08187183480095131,-1.3571997954033976,-1.459565534723862,0.17307257348332528,-0.4207690792782227,-1.273871870114382,-1.2609938839349486,1.0309253481041303,-0.6539042555354914,-1.7050257620886557,-0.7346993521508877,-0.24264378340892284,-0.7006654157947959,-2.674756690606893,0.0741173661654495,-0.9445409140885566,-0.294560563418605,-2.7705575218010963,0.5711864582846763,0.6807712009980799,-0.3498569263907801,-3.775243800095549,0.444013635374149,1.9639696123069201,-0.5328313130143609,-4.204563263873001,0.4365004763203881,0.9133739609860384,-0.6427941858753315,-3.046068389220019,0.06754973526088959,0.07409857728793594,-0.6666477674245552,-1.8862054008323983,-0.3959404332669918,0.14650326537439867,-0.7332146638337635,-2.036798757115406,-0.8117694493314179,-0.19805791191309227,-1.5026208724471652,-1.5308811207616277,-1.165339768458611,-0.20292082822331256,-0.6126510313663469,-1.6732810907103837,-0.5248285214179593,-0.596474973361105,-1.2977283140641074,-0.6500221861235368,-0.5935390853403089,0.12438238617207234,-0.6878934551533864,-1.3002014832123259,-0.24719132595465487,-2.8181628421895444,-2.9181428369337654,-1.8047536299571534,-1.2466402177840377,-1.7013650269433658,-0.382003203970444,-3.6418670611325594,-1.1446695109331824,-1.1101603334989674,-1.0613493476879388,-1.9574647812787525,-0.8696653568549416,0.02275915980924377,-0.6519815208229527,-2.7171311864565095,-0.9539502990407024,-2.257157730451143,-0.9178630396663892,-2.5546103316110353,-2.0221680065726857,-1.670854211597389,-0.3370883116479649,-2.3258911715103077,-1.7845308027968687
